Manufacturer,Model Number,Blank,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side,ISC_Rear,Prear_max
Upsolar,UP-Z235PT,,235,208.5,Multi-c-Si,1.645,60,1,N,8.86,36.74,7.81,30.1,47.9,-0.464,0.044,-0.341,0.995,1.653,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-215,,215,194.8,Multi-c-Si,1.642,60,1,N,7.96,36.65,7.23,29.65,43.4,-0.46872,0.052,-0.3441,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6609M-220,,220,198.3,Mono-c-Si,1.485,54,1,N,8.58,34,8.15,26.99,46,-0.4451,0.0892,-0.4138,0.994,1.494,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-220,,220,195.3,Mono-c-Si,1.642,60,1,N,8.45,37.18,7.78,28.3,47.2,-0.46868,0.03462,-0.32806,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-220,,220,199.5,Multi-c-Si,1.642,60,1,N,8.12,36.77,7.38,29.7,43.4,-0.46872,0.052,-0.3441,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6609M-225,,225,202.9,Mono-c-Si,1.485,54,1,N,8.61,34.15,8.23,27.42,46,-0.4451,0.0892,-0.4138,0.994,1.494,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-225,,225,199.9,Mono-c-Si,1.642,60,1,N,8.48,37.33,7.86,28.66,47.2,-0.46868,0.03462,-0.32806,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-225,,225,204.1,Multi-c-Si,1.642,60,1,N,8.27,36.88,7.55,29.76,43.4,-0.46872,0.052,-0.3441,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6609M-230,,230,207.6,Mono-c-Si,1.485,54,1,N,8.64,34.28,8.31,27.74,46,-0.4451,0.0892,-0.4138,0.994,1.494,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-230,,230,204.4,Mono-c-Si,1.642,60,1,N,8.52,37.48,7.93,29.03,47.2,-0.46868,0.03462,-0.32806,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-230,,230,208.8,Multi-c-Si,1.642,60,1,N,8.43,37,7.69,29.81,43.4,-0.46872,0.052,-0.3441,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6609M-235,,235,212.2,Mono-c-Si,1.485,54,1,N,8.67,34.42,8.4,28.12,46,-0.4451,0.0892,-0.4138,0.994,1.494,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-235,,235,209,Mono-c-Si,1.642,60,1,N,8.55,37.63,8.01,29.39,47.2,-0.46868,0.03462,-0.32806,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-235,,235,213.4,Multi-c-Si,1.642,60,1,N,8.58,37.11,7.84,29.85,43.4,-0.46872,0.052,-0.3441,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6609M-240,,240,216.9,Mono-c-Si,1.485,54,1,N,8.71,34.56,8.46,28.45,46,-0.4451,0.0892,-0.4138,0.994,1.494,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-240,,240,213.6,Mono-c-Si,1.642,60,1,N,8.61,37.78,8.08,29.75,47.2,-0.46868,0.03462,-0.32806,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610P-240,,240,218.1,Multi-c-Si,1.642,60,1,N,8.59,37.77,8.13,29.54,43.4,-0.46872,0.052,-0.3441,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-245,,245,220.3,Multi-c-Si,1.642,60,1,N,8.61,37.94,8.16,30.12,47.2,-0.431,0.045,-0.324,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6610M-250,,250,224.9,Multi-c-Si,1.642,60,1,N,8.64,38.09,8.23,30.48,47.2,-0.431,0.045,-0.324,0.994,1.652,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6612P-260,,260,232.4,Multi-c-Si,1.944,72,1,N,8.12,44.12,7.34,35.51,46.8,-0.45103,0.08739,-0.33227,0.994,1.956,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6611P-265,,265,238,Multi-c-Si,1.787,66,1,N,8.59,41.55,8.14,32.56,47.2,-0.4355,0.0935,-0.4213,0.994,1.798,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6612P-265,,265,237,Multi-c-Si,1.944,72,1,N,8.27,44.24,7.48,35.54,46.8,-0.45103,0.08739,-0.33227,0.994,1.956,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6611P-270,,270,242.6,Multi-c-Si,1.787,66,1,N,8.62,41.78,8.21,32.91,47.2,-0.4355,0.0935,-0.4213,0.994,1.798,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6612P-270,,270,241.6,Multi-c-Si,1.944,72,1,N,8.42,44.38,7.62,35.57,46.8,-0.45103,0.08739,-0.33227,0.994,1.956,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6611P-275,,275,247.2,Multi-c-Si,1.787,66,1,N,8.65,42.01,8.27,33.33,47.2,-0.4355,0.0935,-0.4213,0.994,1.798,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6612P-275,,275,246.2,Multi-c-Si,1.944,72,1,N,8.56,44.51,7.76,35.6,46.8,-0.45103,0.08739,-0.33227,0.994,1.956,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6611P-280,,280,251.9,Multi-c-Si,1.787,66,1,N,8.68,42.24,8.33,33.69,47.2,-0.4355,0.0935,-0.4213,0.994,1.798,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6612P-280,,280,250.8,Multi-c-Si,1.944,72,1,N,8.71,44.64,7.9,35.63,46.8,-0.45103,0.08739,-0.33227,0.994,1.956,0,0
"Chint Solar (Zhejiang) Co., Ltd.",CHSM6611P-285,,285,256.5,Multi-c-Si,1.787,66,1,N,8.72,42.48,8.39,34.06,47.2,-0.4355,0.0935,-0.4213,0.994,1.798,0,0
Eoplly New Energy Technology,EP156P/60-225S AC,,225,200.7,Multi-c-Si,1.634,60,1,N,8.48,36.13,7.65,29.62,46,-0.48,0.06,-0.35,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-230S AC,,230,205.2,Multi-c-Si,1.634,60,1,N,8.56,36.42,7.71,30.05,46,-0.48,0.06,-0.35,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-235S AC,,235,209.8,Multi-c-Si,1.634,60,1,N,8.64,36.72,7.79,30.29,46,-0.48,0.06,-0.35,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-240 AC,,240,214.4,Multi-c-Si,1.634,60,1,N,8.68,37.02,7.9,30.54,46,-0.48,0.06,-0.35,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-240S AC,,240,214.4,Multi-c-Si,1.634,60,1,N,8.68,37.02,7.9,30.54,46,-0.48,0.06,-0.35,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-240W,,240,214.4,Multi-c-Si,1.634,60,1,N,8.68,37.02,7.9,30.54,46,-0.48,0.06,-0.35,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-245 AC,,245,220,Multi-c-Si,1.634,60,1,N,8.75,37.38,7.96,31.02,47.1,-0.44,0.05,-0.33,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-245S AC,,245,220,Multi-c-Si,1.634,60,1,N,8.75,37.38,7.96,31.02,47.1,-0.44,0.05,-0.33,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-245W,,245,220,Multi-c-Si,1.634,60,1,N,8.75,37.38,7.96,31.02,47.1,-0.44,0.05,-0.33,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-250S AC,,250,224.6,Multi-c-Si,1.634,60,1,N,8.79,37.56,8,31.32,47.1,-0.44,0.05,-0.33,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-255S AC,,255,229.2,Multi-c-Si,1.634,60,1,N,8.9,37.68,8.1,31.56,47.1,-0.44,0.05,-0.33,0.994,1.644,0,0
Eoplly New Energy Technology,EP156P/60-260S AC,,260,233.8,Multi-c-Si,1.634,60,1,N,9.01,37.8,8.2,31.8,47.1,-0.44,0.05,-0.33,0.994,1.644,0,0
Hanwha Q CELLS,Q.PRO-G3 240,,240,217.8,Multi-c-Si,1.653,60,1,N,8.76,37.35,8.2,29.57,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO BFR - G3 245,,245,222.5,Multi-c-Si,1.653,60,1,N,8.85,37.56,8.32,29.73,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO-G3 245,,245,222.5,Multi-c-Si,1.653,60,1,N,8.85,37.56,8.32,29.73,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO BFR - G3 250,,250,227.1,Multi-c-Si,1.653,60,1,N,8.94,37.78,8.45,29.89,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO-G3 250,,250,227.1,Multi-c-Si,1.653,60,1,N,8.94,37.78,8.45,29.89,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO BFR - G3 255,,255,231.8,Multi-c-Si,1.653,60,1,N,9.03,37.99,8.57,30.04,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO-G3 255,,255,231.8,Multi-c-Si,1.653,60,1,N,9.03,37.99,8.57,30.04,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO BFR - G3 260,,260,236.5,Multi-c-Si,1.653,60,1,N,9.12,38.21,8.7,30.18,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO-G3 260,,260,236.5,Multi-c-Si,1.653,60,1,N,9.12,38.21,8.7,30.18,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK BLK-G3 265,,265,237.2,Mono-c-Si,1.653,60,1,N,9.08,38.22,8.6,31.1,49.1,-0.421,0.097,-0.342,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK-G3 265,,265,237.9,Mono-c-Si,1.653,60,1,N,9.15,37.91,8.65,30.94,46.8,-0.454,0.099,-0.349,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO BFR - G3 265,,265,241.1,Multi-c-Si,1.653,60,1,N,9.21,38.43,8.82,30.32,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PRO-G3 265,,265,241.1,Multi-c-Si,1.653,60,1,N,9.21,38.43,8.82,30.32,44.8,-0.44,0.04,-0.32,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK BLK-G3 270,,270,241.8,Mono-c-Si,1.653,60,1,N,9.14,38.51,8.67,31.42,49.1,-0.421,0.097,-0.342,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK-G3 270,,270,242.5,Mono-c-Si,1.653,60,1,N,9.25,38.21,8.75,31.16,46.8,-0.454,0.099,-0.349,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK BLK-G3 275,,275,246.5,Mono-c-Si,1.653,60,1,N,9.21,38.8,8.74,31.73,49.1,-0.421,0.097,-0.342,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK-G3 275,,275,247.1,Mono-c-Si,1.653,60,1,N,9.35,38.51,8.85,31.37,46.8,-0.454,0.099,-0.349,0.994,1.663,0,0
Hanwha Q CELLS,Q.PEAK-G3 280,,280,251.8,Mono-c-Si,1.653,60,1,N,9.45,38.81,8.95,31.58,46.8,-0.454,0.099,-0.349,0.994,1.663,0,0
LDK Solar,LDK-190P-18,,190,166.2,Multi-c-Si,1.475,72,1,N,7.97,32.6,7.11,26.7,47.4,-0.514414,0.061305,-0.369565,0.994,1.484,0,0
LDK Solar,LDK-200P-18,,200,175.2,Multi-c-Si,1.475,72,1,N,8.25,32.8,7.44,26.9,47.4,-0.514414,0.061305,-0.369565,0.994,1.484,0,0
LDK Solar,LDK-210P-18,,210,184.3,Multi-c-Si,1.475,72,1,N,8.47,33.2,7.75,27.1,47.4,-0.514414,0.061305,-0.369565,0.994,1.484,0,0
LDK Solar,LDK-210P-20,,210,183,Multi-c-Si,1.632,72,1,N,7.83,36.1,7.07,29.7,47.9,-0.516794,0.061713,-0.372323,0.994,1.642,0,0
LDK Solar,LDK-220D-20,,220,189.7,Mono-c-Si,1.632,72,1,N,8.01,36.9,7.05,31.2,47.8,-0.561029,0.044498,-0.397998,0.994,1.642,0,0
LDK Solar,LDK-220P-20,,220,192,Multi-c-Si,1.632,72,1,N,8.14,36.5,7.4,29.8,47.9,-0.516794,0.061713,-0.372323,0.994,1.642,0,0
LDK Solar,LDK-225P-20,,225,200.3,Multi-c-Si,1.632,60,1,N,8.36,36.6,7.78,29,47.7,-0.4521,0.0782,-0.3215,0.994,1.642,0,0
LDK Solar,LDK-230D-20,,230,206.2,Mono-c-Si,1.632,60,1,N,8.21,37.2,7.23,31.8,46.5,-0.45197,0.045949,-0.31996,0.994,1.642,0,0
LDK Solar,LDK-230P-20,,230,204.8,Multi-c-Si,1.632,60,1,N,8.43,36.9,7.88,29.3,47.7,-0.4521,0.0782,-0.3215,0.994,1.642,0,0
LDK Solar,LDK-235D-20,,235,210.8,Mono-c-Si,1.632,60,1,N,8.3,37.2,7.35,32,46.5,-0.45197,0.045949,-0.31996,0.994,1.642,0,0
LDK Solar,LDK-235P-20,,235,209.4,Multi-c-Si,1.632,60,1,N,8.5,37.1,7.98,29.5,47.7,-0.4521,0.0782,-0.3215,0.994,1.642,0,0
LDK Solar,LDK-240D-20,,240,215.4,Mono-c-Si,1.632,60,1,N,8.39,37.3,7.45,32.2,46.5,-0.45197,0.045949,-0.31996,0.994,1.642,0,0
LDK Solar,LDK-240P-20,,240,214,Multi-c-Si,1.632,60,1,N,8.56,37.3,8.08,29.8,47.7,-0.4521,0.0782,-0.3215,0.994,1.642,0,0
LDK Solar,LDK-245D-20,,245,220,Mono-c-Si,1.632,60,1,N,8.48,37.4,7.56,32.4,46.5,-0.45197,0.045949,-0.31996,0.994,1.642,0,0
LDK Solar,LDK-245P-20,,245,216.2,Multi-c-Si,1.632,60,1,N,8.63,37.5,8.18,30,48,-0.4859,0.06073,-0.3592,0.994,1.642,0,0
LDK Solar,LDK-250D-20,,250,224.6,Mono-c-Si,1.632,60,1,N,8.57,37.5,7.67,32.6,46.5,-0.45197,0.045949,-0.31996,0.994,1.642,0,0
LDK Solar,LDK-250P-20,,250,220.8,Multi-c-Si,1.632,60,1,N,8.69,37.7,8.27,30.3,48,-0.4859,0.06073,-0.3592,0.994,1.642,0,0
LDK Solar,LDK-255D-20,,255,226.2,Mono-c-Si,1.632,60,1,N,8.93,38.1,8.43,30.3,48,-0.4726,0.04809,-0.35,0.994,1.642,0,0
LDK Solar,LDK-255P-20,,255,225.4,Multi-c-Si,1.632,60,1,N,8.76,37.9,8.37,30.5,48,-0.4859,0.06073,-0.3592,0.994,1.642,0,0
LDK Solar,LDK-260P-24,,260,228,Multi-c-Si,1.946,72,1,N,8.06,44.2,7.23,36,47.6,-0.504943,0.055758,-0.363839,0.994,1.958,0,0
LDK Solar,LDK-270P-24,,270,237,Multi-c-Si,1.946,72,1,N,8.21,44.2,7.47,36.2,47.6,-0.504943,0.055758,-0.363839,0.994,1.958,0,0
LDK Solar,LDK-275P-24,,275,242.3,Multi-c-Si,1.946,72,1,N,8.41,44.3,7.92,34.8,48,-0.4859,0.06073,-0.3592,0.994,1.958,0,0
LDK Solar,LDK-280P-24,,280,251.2,Multi-c-Si,1.946,72,1,N,8.36,44.3,7.72,36.3,46.4,-0.45297,0.054099,-0.32113,0.994,1.958,0,0
LDK Solar,LDK-285P-24,,285,255.8,Multi-c-Si,1.946,72,1,N,8.44,44.4,7.83,36.4,46.4,-0.45297,0.054099,-0.32113,0.994,1.958,0,0
LDK Solar,LDK-290P-24,,290,260.4,Multi-c-Si,1.946,72,1,N,8.52,44.4,7.95,36.5,46.4,-0.45297,0.054099,-0.32113,0.994,1.958,0,0
LDK Solar,LDK-295P-24,,295,265,Multi-c-Si,1.946,72,1,N,8.6,44.5,8.06,36.6,46.4,-0.45297,0.054099,-0.32113,0.994,1.958,0,0
LG Electronics Inc.,LG240S1K-G3,,240,213.2,Mono-c-Si,1.624,60,1,N,8.42,37.96,7.91,30.37,48.8,-0.4447,0.0496,-0.3247,0.994,1.634,0,0
LG Electronics Inc.,LG245S1C-G3,,245,221.5,Mono-c-Si,1.624,60,1,N,8.52,38.11,8.02,30.57,44.9,-0.4589,0.053377,-0.342063,0.994,1.634,0,0
LG Electronics Inc.,LG245S1K-G3,,245,217.8,Mono-c-Si,1.624,60,1,N,8.52,38.11,8.02,30.57,48.8,-0.4447,0.0496,-0.3247,0.994,1.634,0,0
LG Electronics Inc.,LG250S1C-G3,,250,226.1,Mono-c-Si,1.624,60,1,N,8.62,38.26,8.13,30.77,44.9,-0.4589,0.053377,-0.342063,0.994,1.634,0,0
LG Electronics Inc.,LG250S1K-G3,,250,222.4,Mono-c-Si,1.624,60,1,N,8.62,38.26,8.13,30.77,48.8,-0.4447,0.0496,-0.3247,0.994,1.634,0,0
LG Electronics Inc.,LG255S1C-G3,,255,230.8,Mono-c-Si,1.624,60,1,N,8.72,38.41,8.24,30.97,44.9,-0.4589,0.053377,-0.342063,0.994,1.634,0,0
LG Electronics Inc.,LG255S1K-G3,,255,227,Mono-c-Si,1.624,60,1,N,8.72,38.41,8.24,30.97,48.8,-0.4447,0.0496,-0.3247,0.994,1.634,0,0
LG Electronics Inc.,LG260S1K-G3,,260,231.6,Mono-c-Si,1.624,60,1,N,8.82,38.56,8.35,31.17,48.8,-0.4447,0.0496,-0.3247,0.994,1.634,0,0
LG Electronics Inc.,LG270N1C-G3,,270,244.4,Mono-c-Si,1.624,60,1,N,9.31,38.57,8.74,31.21,46.5,-0.43,0.03,-0.31,0.994,1.634,0,0
LG Electronics Inc.,LG270N1W-G3,,270,244.4,Mono-c-Si,1.624,60,1,N,9.31,38.57,8.74,31.21,46.5,-0.43,0.03,-0.31,0.994,1.634,0,0
LG Electronics Inc.,LG275N1C-G3,,275,249.1,Mono-c-Si,1.624,60,1,N,9.44,38.72,8.85,31.36,46.5,-0.43,0.03,-0.31,0.994,1.634,0,0
LG Electronics Inc.,LG275N1W-G3,,275,249.1,Mono-c-Si,1.624,60,1,N,9.44,38.72,8.85,31.36,46.5,-0.43,0.03,-0.31,0.994,1.634,0,0
LG Electronics Inc.,LG320N1C-Z5,,320,295.6,Mono-c-Si,1.654,60,1,N,10.37,40.7,9.74,32.9,46.6,-0.362,0.03,-0.26,0.994,1.664,0,0
LG Electronics Inc.,LG325N1C-Z5,,325,300.3,Mono-c-Si,1.654,60,1,N,10.41,40.8,9.77,33.3,46.6,-0.362,0.03,-0.26,0.994,1.664,0,0
LG Electronics Inc.,LG330N1C-Z5,,330,305.1,Mono-c-Si,1.654,60,1,N,10.45,40.9,9.8,33.7,46.6,-0.362,0.03,-0.26,0.994,1.664,0,0
LG Electronics Inc.,LG335N1C-Z5,,335,309.8,Mono-c-Si,1.654,60,1,N,10.49,41,9.83,34.1,46.6,-0.362,0.03,-0.26,0.994,1.664,0,0
LG Electronics Inc.,LG340N1C-Z5,,340,314.6,Mono-c-Si,1.654,60,1,N,10.53,41.1,9.86,34.5,46.6,-0.362,0.03,-0.26,0.994,1.664,0,0
LG Electronics Inc.,LG345N1C-Z5,,345,319.3,Mono-c-Si,1.654,60,1,N,10.57,41.2,9.89,34.9,46.6,-0.362,0.03,-0.26,0.994,1.664,0,0
Mitsubishi Electric,PV-UJ212G6,,212,194.5,Multi-c-Si,1.648,60,1,N,8.13,36.1,7.31,29,45.5,-0.37,0.13,-0.3,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ218G6,,218,200.1,Multi-c-Si,1.648,60,1,N,8.25,36.3,7.44,29.3,45.5,-0.37,0.13,-0.3,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ220GA6,,220,198.6,Multi-c-Si,1.648,60,1,N,8.2,36.2,7.39,29.7,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ220GA6-D,,220,198.6,Multi-c-Si,1.648,60,1,N,8.2,36.2,7.39,29.7,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ224G6,,224,205.7,Multi-c-Si,1.648,60,1,N,8.37,36.6,7.56,29.6,45.5,-0.37,0.13,-0.3,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ225GA6,,225,203.2,Multi-c-Si,1.648,60,1,N,8.3,36.4,7.5,30,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ225GA6-D,,225,203.2,Multi-c-Si,1.648,60,1,N,8.3,36.4,7.5,30,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ230GA6,,230,207.8,Multi-c-Si,1.648,60,1,N,8.39,36.6,7.62,30.2,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ230GA6-D,,230,207.8,Multi-c-Si,1.648,60,1,N,8.39,36.6,7.62,30.2,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ235GA6,,235,212.4,Multi-c-Si,1.648,60,1,N,8.49,36.8,7.71,30.5,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-UJ235GA6-D,,235,212.4,Multi-c-Si,1.648,60,1,N,8.49,36.8,7.71,30.5,47,-0.41,0.15,-0.32,0.994,1.658,0,0
Mitsubishi Electric,PV-MJE275FB-B,,275,247.5,Mono-c-Si,1.647,60,1,N,9.36,38.3,8.79,31.3,46,-0.465,0.059,-0.347,0.994,1.657,0,0
Mitsubishi Electric,PV-MJE280FB,,280,252.2,Mono-c-Si,1.647,60,1,N,9.5,38.4,8.9,31.5,46,-0.465,0.059,-0.347,0.994,1.657,0,0
Mitsubishi Electric,PV-MJE280FB-B,,280,252.2,Mono-c-Si,1.647,60,1,N,9.5,38.4,8.9,31.5,46,-0.465,0.059,-0.347,0.994,1.657,0,0
Solartech Power,SPM190P,,190,159.1,Multi-c-Si,1.63,60,1,N,7.6,35.6,6.7,28.5,49.7,-0.594864,0.051122,-0.364033,0.994,1.64,0,0
Solartech Power,SPM195P,,195,163.5,Multi-c-Si,1.63,60,1,N,7.6,35.6,6.85,28.5,49.7,-0.594864,0.051122,-0.364033,0.994,1.64,0,0
Solartech Power,SPM200P,,200,167.8,Multi-c-Si,1.63,60,1,N,7.7,36.5,7,28.6,49.7,-0.594864,0.051122,-0.364033,0.994,1.64,0,0
Solartech Power,SPM205P,,205,172.1,Multi-c-Si,1.63,60,1,N,8.07,37.1,7.12,28.8,49.7,-0.594864,0.051122,-0.364033,0.994,1.64,0,0
Solartech Power,SPM210P,,210,176.5,Multi-c-Si,1.63,60,1,N,8.12,38.1,7.14,29.4,49.7,-0.594864,0.051122,-0.364033,0.994,1.64,0,0
Tata Power Solar Systems,TP235MBZ,,235,208.9,Multi-c-Si,1.65,60,1,N,8.74,36.3,8,29.3,48.8,-0.4383,0.0638,-0.33,0.994,1.66,0,0
Tata Power Solar Systems,TP240MBZ,,240,213.5,Multi-c-Si,1.65,60,1,N,8.78,36.5,8.1,29.5,48.8,-0.4383,0.0638,-0.33,0.994,1.66,0,0
Tata Power Solar Systems,TP245MBZ,,245,218.1,Multi-c-Si,1.65,60,1,N,8.82,36.7,8.2,29.7,48.8,-0.4383,0.0638,-0.33,0.994,1.66,0,0
Tata Power Solar Systems,TP250MBZ,,250,222.7,Multi-c-Si,1.65,60,1,N,8.83,36.8,8.3,30,48.8,-0.4383,0.0638,-0.33,0.994,1.66,0,0
Tata Power Solar Systems,TP255MBZ,,255,227.3,Multi-c-Si,1.65,60,1,N,8.95,36.9,8.4,30.2,48.8,-0.4383,0.0638,-0.33,0.994,1.66,0,0
Tata Power Solar Systems,TP265LBZ,,265,235.3,Multi-c-Si,1.966,72,1,N,8.01,43.7,7.38,35.9,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP270LBZ,,270,239.8,Multi-c-Si,1.966,72,1,N,8.1,43.8,7.5,36,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP275LBZ,,275,244.4,Multi-c-Si,1.966,72,1,N,8.19,43.9,7.62,36.1,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP280LBZ,,280,248.9,Multi-c-Si,1.966,72,1,N,8.28,44,7.73,36.2,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP285LBZ,,285,253.5,Multi-c-Si,1.966,72,1,N,8.37,44.1,7.85,36.3,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP290LBZ,,290,258.1,Multi-c-Si,1.966,72,1,N,8.45,44.2,7.97,36.4,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP295LBZ,,295,262.7,Multi-c-Si,1.966,72,1,N,8.57,44.3,8.09,36.5,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP300LBZ,,300,267.3,Multi-c-Si,1.966,72,1,N,8.69,44.4,8.2,36.6,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP305LBZ,,305,271.9,Multi-c-Si,1.966,72,1,N,8.78,44.5,8.32,36.7,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
Tata Power Solar Systems,TP310LBZ,,310,276.4,Multi-c-Si,1.966,72,1,N,8.85,44.6,8.42,36.8,48.8,-0.4383,0.0638,-0.33,0.994,1.978,0,0
LG Electronics Inc.,LG210P1W-G1,,210,188.9,Multi-c-Si,1.637,60,1,N,7.99,35.7,7.32,28.7,44.7,-0.467,0.015,-0.323,0.993,1.649,0,0
LG Electronics Inc.,LG215P1W,,215,191,Multi-c-Si,1.646,60,1,N,7.99,36,7.39,29.1,45.4,-0.505,0.038,-0.339,0.993,1.658,0,0
LG Electronics Inc.,LG215P1W-G1,,215,193.5,Multi-c-Si,1.637,60,1,N,8.1,35.8,7.46,28.9,44.7,-0.467,0.015,-0.323,0.993,1.649,0,0
LG Electronics Inc.,LG220P1W,,220,195.5,Multi-c-Si,1.646,60,1,N,8,36.6,7.39,29.2,45.4,-0.505,0.038,-0.339,0.993,1.658,0,0
LG Electronics Inc.,LG220P1W-G1,,220,198.1,Multi-c-Si,1.637,60,1,N,8.21,36.1,7.62,28.9,44.7,-0.467,0.015,-0.323,0.993,1.649,0,0
LG Electronics Inc.,LG225P1W,,225,200.1,Multi-c-Si,1.646,60,1,N,8.24,36.13,7.39,29,45.4,-0.505,0.038,-0.339,0.993,1.658,0,0
LG Electronics Inc.,LG225P1W-G1,,225,202.8,Multi-c-Si,1.637,60,1,N,8.3,36.3,7.76,29,44.7,-0.467,0.015,-0.323,0.993,1.649,0,0
